,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
3597,Regent Park/Trefann Court,43.656548,-79.36201,Labour Of Love,43.663907,-79.368822,Gift Shop
3598,Regent Park/Trefann Court,43.656548,-79.36201,Qi sushi,43.66255180762697,-79.36425843422568,Sushi Restaurant
3599,Regent Park/Trefann Court,43.656548,-79.36201,Arta Gallery,43.650022181882065,-79.36122168476822,Art Gallery
3600,Regent Park/Trefann Court,43.656548,-79.36201,Wildly Delicious Cafe,43.65043587832196,-79.3588615181307,Café
3601,Regent Park/Trefann Court,43.656548,-79.36201,Berkeley Bistro,43.64995993956305,-79.36388845370516,Gastropub
3602,Regent Park/Trefann Court,43.656548,-79.36201,Dark Horse Espresso Bar,43.653080578844275,-79.3570778621122,Coffee Shop
3603,Regent Park/Trefann Court,43.656548,-79.36201,Citrus Restaurant & Lounge @ The Grand Hotel,43.65627304573888,-79.37422062269164,Lounge
3604,Regent Park/Trefann Court,43.656548,-79.36201,The Local Gest,43.66288637648173,-79.36745701435075,Restaurant
3605,Regent Park/Trefann Court,43.656548,-79.36201,OIP Dance Centre,43.6529118239704,-79.37175766194797,Dance Studio
3606,Regent Park/Trefann Court,43.656548,-79.36201,The Epicure Shop,43.663964860964924,-79.36779540886938,Deli / Bodega
3607,Regent Park/Trefann Court,43.656548,-79.36201,Kanpai Snack Bar,43.664330935948634,-79.36806503124257,Taiwanese Restaurant
3608,Regent Park/Trefann Court,43.656548,-79.36201,On The Rocks,43.65040844699981,-79.3683544809487,Karaoke Bar
3609,Regent Park/Trefann Court,43.656548,-79.36201,Prohibition Gastrohouse,43.65881348516176,-79.35032270812795,Gastropub
3610,Regent Park/Trefann Court,43.656548,-79.36201,Miyaki Sushi,43.64949720603474,-79.36617767045686,Sushi Restaurant
3611,Regent Park/Trefann Court,43.656548,-79.36201,Vistek,43.65704640025721,-79.35966695607046,Electronics Store
3612,Regent Park/Trefann Court,43.656548,-79.36201,The Beer Store,43.657773,-79.3574632,Beer Store
3613,Regent Park/Trefann Court,43.656548,-79.36201,cafe 260,43.653183236880515,-79.37011452592975,Coffee Shop
3614,Regent Park/Trefann Court,43.656548,-79.36201,Eastbound Brewing Company,43.65900780122884,-79.35024989233756,Brewery
3615,Regent Park/Trefann Court,43.656548,-79.36201,Hey Lucy,43.66407509923825,-79.36865505824356,Italian Restaurant
3616,Regent Park/Trefann Court,43.656548,-79.36201,Sultan Of Samosas,43.66022749787444,-79.36622571571063,Indian Restaurant
3617,Regent Park/Trefann Court,43.656548,-79.36201,The Beer Store,43.6613878,-79.370403,Beer Store
3618,Riverdale,43.66775,-79.34961,Batifole,43.666651293534635,-79.34726110140059,French Restaurant
3619,Riverdale,43.66775,-79.34961,Bach Yen,43.66660030737588,-79.3475186610204,Vietnamese Restaurant
3620,Riverdale,43.66775,-79.34961,Rooster Coffee House,43.669177107744204,-79.35313352914292,Café
3621,Riverdale,43.66775,-79.34961,Andrea's Gerrard St. Bakery,43.66586797202085,-79.35067098697503,Bakery
3622,Riverdale,43.66775,-79.34961,Hailed Coffee,43.6669,-79.345432,Coffee Shop
3623,Riverdale,43.66775,-79.34961,Pho House,43.66574006403083,-79.3514929027799,Vietnamese Restaurant
3624,Riverdale,43.66775,-79.34961,Ha Noi 3 Seasons,43.665578086017604,-79.3521527142361,Asian Restaurant
3625,Riverdale,43.66775,-79.34961,Pho Que Ling,43.666048433542066,-79.34924136659451,Vietnamese Restaurant
3626,Riverdale,43.66775,-79.34961,Mi Mi Restaurant,43.66629336492295,-79.34907864247218,Vietnamese Restaurant
3627,Riverdale,43.66775,-79.34961,Riverdale Perk,43.671184051150945,-79.34681587395134,Café
3628,Riverdale,43.66775,-79.34961,Riverdale Park East,43.66995145540962,-79.35549259185791,Park
3629,Riverdale,43.66775,-79.34961,Farside,43.66568078247237,-79.35174180554331,Bar
3630,Riverdale,43.66775,-79.34961,Wong's Ice Cream + Store,43.665720828413036,-79.35124262662545,Ice Cream Shop
3631,Riverdale,43.66775,-79.34961,Lady Marmalade,43.662945,-79.351388,Breakfast Spot
3632,Riverdale,43.66775,-79.34961,Tung Hing Bakery,43.665178752123936,-79.35253082343527,Bakery
3633,Riverdale,43.66775,-79.34961,Green Earth Vegetarian,43.66589,-79.35265,Vegetarian / Vegan Restaurant
3634,Riverdale,43.66775,-79.34961,The Real Jerk Restaurant,43.66773464604252,-79.34283873302478,Caribbean Restaurant
3635,Riverdale,43.66775,-79.34961,Rock Oasis,43.6658798136579,-79.34279442481119,Climbing Gym
3636,Riverdale,43.66775,-79.34961,Simon's Wok,43.66702629497102,-79.34556905326276,Vegetarian / Vegan Restaurant
3637,Riverdale,43.66775,-79.34961,Withrow Park,43.67489949057737,-79.34843681570193,Park
3638,Riverdale,43.66775,-79.34961,Maple Leaf Tavern,43.66827374908217,-79.34009173600943,American Restaurant
3639,Riverdale,43.66775,-79.34961,Boxcar Social,43.659722741351565,-79.34687077721378,Café
3640,Riverdale,43.66775,-79.34961,Merchants of Green Coffee,43.659986188305474,-79.35429895402693,Coffee Shop
3641,Riverdale,43.66775,-79.34961,Riverdale Park West,43.66604827676354,-79.36094117493359,Park
3642,Riverdale,43.66775,-79.34961,The Broadview Hotel,43.6590599,-79.35003,Hotel
3643,Riverdale,43.66775,-79.34961,Royal Canadian Curling Club,43.65998933676023,-79.34955038817158,Curling Ice
3644,Riverdale,43.66775,-79.34961,La Carnita,43.65962580371511,-79.3473598770943,Taco Place
3645,Riverdale,43.66775,-79.34961,East Chinatown,43.66567758428067,-79.3516682711373,Neighborhood
3646,Riverdale,43.66775,-79.34961,Tabule,43.65973096534363,-79.3463408134466,Middle Eastern Restaurant
3647,Riverdale,43.66775,-79.34961,Riverdale Farm,43.66685035126636,-79.36137564770476,Farm
3648,Riverdale,43.66775,-79.34961,Ed's Real Scoop,43.660655832455014,-79.3420187548006,Ice Cream Shop
3649,Riverdale,43.66775,-79.34961,Dumpling House 餃子園,43.66572519110226,-79.35117791892397,Chinese Restaurant
3650,Riverdale,43.66775,-79.34961,The Comrade,43.65934649817776,-79.34793199050331,Bar
3651,Riverdale,43.66775,-79.34961,Pulp Kitchen,43.65899513945632,-79.34939658420443,Juice Bar
3652,Riverdale,43.66775,-79.34961,Ruby WatchCo.,43.65914910163365,-79.34916965901455,Restaurant
3653,Riverdale,43.66775,-79.34961,Pizza Pide,43.6680476041075,-79.3403657198444,Pide Place
3654,Riverdale,43.66775,-79.34961,Pinkerton Snack Bar,43.668900374804885,-79.3373089560871,Cocktail Bar
3655,Riverdale,43.66775,-79.34961,Bonjour Brioche,43.65973440286799,-79.34626614342186,Bakery
3656,Riverdale,43.66775,-79.34961,The Opera House,43.65890447141719,-79.34874429043093,Rock Club
3657,Riverdale,43.66775,-79.34961,Carbon Computing,43.65945700245283,-79.34753810168428,Electronics Store
3658,Riverdale,43.66775,-79.34961,Kaboom Chicken,43.65902175900822,-79.34939792457243,Fried Chicken Joint
3659,Riverdale,43.66775,-79.34961,Wonder Pens,43.662809067344405,-79.34145159601191,Stationery Store
3660,Riverdale,43.66775,-79.34961,Hooked,43.66040731524296,-79.34325721641623,Fish Market
3661,Riverdale,43.66775,-79.34961,I’ll Be Seeing You,43.659249861543486,-79.34812146928077,Bar
3662,Riverdale,43.66775,-79.34961,Riverdale Pool,43.67237958712375,-79.3566898340289,Pool
3663,Riverdale,43.66775,-79.34961,Queen Books,43.6606506251737,-79.34226723956905,Bookstore
3664,Riverdale,43.66775,-79.34961,Hi-Lo,43.65925400300397,-79.34803521371407,Dive Bar
3665,Riverdale,43.66775,-79.34961,St John's Bakery,43.66033530315765,-79.35047712257966,Bakery
3666,Riverdale,43.66775,-79.34961,Rooftop At Broadview Hotel,43.6591094703885,-79.35007412650944,Hotel Bar
3667,Riverdale,43.66775,-79.34961,Dundas & Carlaw,43.664640252494294,-79.34162827443129,Bar
3668,Riverdale,43.66775,-79.34961,Leslieville Cheese Market,43.66054639296253,-79.3423024562941,Cheese Shop
3669,Riverdale,43.66775,-79.34961,Sugar Loaf,43.65904001968104,-79.34903791302023,Bakery
3670,Riverdale,43.66775,-79.34961,A&W,43.6654,-79.352415,Fast Food Restaurant
3671,Riverdale,43.66775,-79.34961,Prohibition Gastrohouse,43.65881348516176,-79.35032270812795,Gastropub
3672,Riverdale,43.66775,-79.34961,Purple Penguin Cafe,43.660501150739734,-79.34256490845178,Café
3673,Riverdale,43.66775,-79.34961,Eastbound Brewing Company,43.65900780122884,-79.35024989233756,Brewery
3674,Riverdale,43.66775,-79.34961,Chino Locos,43.66554244564959,-79.35270302271374,Fast Food Restaurant
3675,Riverdale,43.66775,-79.34961,Lolabar,43.66476072278007,-79.34168904627538,Lounge
3676,Riverdale,43.66775,-79.34961,Rose's Vietnamese Sandwiches,43.665611822958766,-79.35168477178863,Vietnamese Restaurant
3677,Riverdale,43.66775,-79.34961,Brick Street Breads,43.66068453213004,-79.3425013474948,Bakery
3678,Riverdale,43.66775,-79.34961,Lil' Baci,43.6605116572649,-79.34315072724176,Italian Restaurant
3679,Riverdale,43.66775,-79.34961,Spirit Loft Yoga,43.66354815944136,-79.3413327874046,Yoga Studio
3680,Riverdale,43.66775,-79.34961,Mad Dog Cafe,43.667190322284604,-79.3447783088636,Café
3681,Riverdale,43.66775,-79.34961,Tiny Record Shop,43.659676318766536,-79.34659983505101,Music Store
3682,Riverdale,43.66775,-79.34961,The Shmooz,43.67517099639398,-79.34339497717585,Café
3683,Riverdale,43.66775,-79.34961,Starbucks,43.66064023149168,-79.34246131061278,Coffee Shop
3684,Riverdale,43.66775,-79.34961,braised,43.660451867292366,-79.34334606916272,American Restaurant
3685,Riverdale,43.66775,-79.34961,Tropical Joe's,43.66971566836941,-79.33915330822283,Caribbean Restaurant
3686,Riverdale,43.66775,-79.34961,Subway,43.66452993512666,-79.34149820503899,Sandwich Place
3687,Riverdale,43.66775,-79.34961,Sushi Bar,43.65879825022111,-79.35008516753265,Sushi Restaurant
3688,Riverdale,43.66775,-79.34961,Mercedes-Benz Downtown,43.66143119502613,-79.35658517368444,Auto Dealership
3689,Riverdale,43.66775,-79.34961,Liberty Shawarma,43.65894028108567,-79.34971532956682,Falafel Restaurant
3690,Riverdale,43.66775,-79.34961,Dwell Gym,43.6634116374049,-79.3411044597478,Gym / Fitness Center
3691,Riverdale,43.66775,-79.34961,The Roy Public House,43.660451849464096,-79.34299382973943,Bar
3692,Riverdale,43.66775,-79.34961,Dollarama,43.659413148748925,-79.347678818046,Discount Store
3693,Riverdale,43.66775,-79.34961,Brickworks Ciderhouse,43.658870420554145,-79.34981768857223,Bar
3694,Riverdale,43.66775,-79.34961,McDonald's,43.668433857905804,-79.3402464446866,Fast Food Restaurant
3695,Riverdale,43.66775,-79.34961,The Peasant Table,43.659504964381014,-79.34728259045984,American Restaurant
3696,Riverdale,43.66775,-79.34961,Barrio Cerveceria,43.66043013260822,-79.34350897486634,Latin American Restaurant
3697,Riverdale,43.66775,-79.34961,Com Tam Dao Vien/Peach Garden Express,43.66880618579735,-79.3377334022666,Vietnamese Restaurant
3698,Riverdale,43.66775,-79.34961,TD Canada Trust,43.660659451666845,-79.34277481866047,Bank
3699,Riverdale,43.66775,-79.34961,Subway,43.669765097462815,-79.33916543536424,Sandwich Place
3700,Riverdale,43.66775,-79.34961,Pearl Court Restaurant,43.66584929473267,-79.35075149923591,Dim Sum Restaurant
3701,Riverdale,43.66775,-79.34961,Subway,43.659082746599864,-79.34915624191206,Sandwich Place
3702,Riverdale,43.66775,-79.34961,Grinder Coffee,43.668788868606086,-79.3374915612316,Café
3703,Riverdale,43.66775,-79.34961,No Frills,43.668837724594596,-79.34277415666428,Grocery Store
3704,Riverdale,43.66775,-79.34961,KFC,43.669816049899794,-79.33899490552197,Fast Food Restaurant
3705,Riverdale,43.66775,-79.34961,Double D's,43.66886841807389,-79.33759526413317,Pizza Place
3706,Riverdale,43.66775,-79.34961,Tim Hortons,43.664693498361075,-79.35478448867804,Coffee Shop
3707,Riverdale,43.66775,-79.34961,Walmart,43.66865513220271,-79.33931151620136,Big Box Store
3708,Riverdale,43.66775,-79.34961,DeGrassi Street Park,43.662681019952416,-79.34755951771821,Park
3709,Riverdale,43.66775,-79.34961,Sam Pollock Memorial Baseball Diamond,43.66728179012687,-79.35815334320068,Baseball Field
3710,Riverdale,43.66775,-79.34961,John Chang Neighbourhood Park,43.66393413369579,-79.34280732392328,Park
3711,Riverdale,43.66775,-79.34961,Tim Hortons,43.6685348,-79.3392059,Coffee Shop
3712,Riverdale,43.66775,-79.34961,Common Sort,43.659655894508745,-79.34647592060597,Thrift / Vintage Store
3713,Riverdale,43.66775,-79.34961,502 Queen Streetcar,43.66001333517798,-79.34475839138031,Light Rail Station
3714,Riverdale,43.66775,-79.34961,Frankie’s Italian,43.660411,-79.343097,Italian Restaurant
3715,Riverdale,43.66775,-79.34961,Sprouts,43.66203144617129,-79.34015743839879,Playground
3716,Riverdale,43.66775,-79.34961,Imprint Music,43.66177973945568,-79.34033848927852,Music Store
3717,Riverdale,43.66775,-79.34961,Pizzaiolo,43.6589314356302,-79.35025686526703,Pizza Place
3718,Roncesvalles,43.646231,-79.449048,Barque Smokehouse,43.648056674430094,-79.4495705745465,BBQ Joint
3719,Roncesvalles,43.646231,-79.449048,The Ace,43.646144199851925,-79.44886018312049,American Restaurant
3720,Roncesvalles,43.646231,-79.449048,Pizzeria Defina,43.648722638277675,-79.44985455915354,Pizza Place
3721,Roncesvalles,43.646231,-79.449048,Café Polonez,43.645113109705804,-79.44851660549037,Eastern European Restaurant
3722,Roncesvalles,43.646231,-79.449048,Lit Espresso Bar,43.64584589665229,-79.44882985644458,Coffee Shop
3723,Roncesvalles,43.646231,-79.449048,Mabel's Bakery,43.648707235576516,-79.44992146507896,Bakery
3724,Roncesvalles,43.646231,-79.449048,Ed's Real Scoop,43.64493193175704,-79.44846130053051,Ice Cream Shop
3725,Roncesvalles,43.646231,-79.449048,The Dizzy Gastro Sports Pub,43.6483056117907,-79.44964625984929,Gastropub
3726,Roncesvalles,43.646231,-79.449048,The Chocolateria,43.64992822697901,-79.45043667719423,Dessert Shop
3727,Roncesvalles,43.646231,-79.449048,The Mercantile,43.64794843787414,-79.44956275902172,Gourmet Shop
3728,Roncesvalles,43.646231,-79.449048,Sorauren Avenue Park,43.648443306627975,-79.44340467453002,Park
3729,Roncesvalles,43.646231,-79.449048,Inter Steer,43.64979631005809,-79.45030983497107,Eastern European Restaurant
3730,Roncesvalles,43.646231,-79.449048,Domani Restaurant & Wine Bar,43.649235,-79.450229,Italian Restaurant
3731,Roncesvalles,43.646231,-79.449048,La Cubana,43.65091223991817,-79.45090936982271,Cuban Restaurant
3732,Roncesvalles,43.646231,-79.449048,Barque Butcher Bar,43.64764077822067,-79.44948581202844,Butcher
3733,Roncesvalles,43.646231,-79.449048,Revue Cinema,43.65111215463428,-79.4509612383593,Movie Theater
3734,Roncesvalles,43.646231,-79.449048,I Deal Coffee,43.646341750636346,-79.44345407778789,Coffee Shop
3735,Roncesvalles,43.646231,-79.449048,Village Juicery,43.6420643539707,-79.44736659362817,Juice Bar
3736,Roncesvalles,43.646231,-79.449048,Sushi On Roncy,43.647862405268434,-79.44949300964225,Sushi Restaurant
3737,Roncesvalles,43.646231,-79.449048,Benna's Bakery & Deli,43.643169747266086,-79.44784946879638,Bakery
3738,Roncesvalles,43.646231,-79.449048,Cider House,43.65068788125521,-79.45068513648656,Restaurant
3739,Roncesvalles,43.646231,-79.449048,Mitzi's Cafe,43.642927471202576,-79.44216643292867,Café
3740,Roncesvalles,43.646231,-79.449048,Reunion Island Coffee Bar,43.65046251706493,-79.45060981846792,Coffee Shop
3741,Roncesvalles,43.646231,-79.449048,Qi Natural Food,43.64581683069303,-79.44881046692572,Food & Drink Shop
3742,Roncesvalles,43.646231,-79.449048,DAVIDsTEA,43.647379730216116,-79.44939136505127,Tea Room
3743,Roncesvalles,43.646231,-79.449048,Sunny Joe's Cafe,43.647262483135606,-79.44387584869017,Coffee Shop
3744,Roncesvalles,43.646231,-79.449048,Cherry Bomb,43.64147721283786,-79.44713557310148,Coffee Shop
3745,Roncesvalles,43.646231,-79.449048,De La Mer,43.64777348396022,-79.4495822604021,Fish Market
3746,Roncesvalles,43.646231,-79.449048,Jamie Bell Adventure Playground,43.643587157480276,-79.45686273680712,Playground
3747,Roncesvalles,43.646231,-79.449048,Offleash Dog Trail - High Park,43.64548543069719,-79.45874691009521,Dog Run
3748,Roncesvalles,43.646231,-79.449048,Bandit Brewery,43.6526634604728,-79.44945153052217,Brewery
3749,Roncesvalles,43.646231,-79.449048,Sushi Nomi,43.64121513482587,-79.44710331105452,Sushi Restaurant
3750,Roncesvalles,43.646231,-79.449048,The Local Pub and Restaurant,43.6510171734011,-79.45091108743782,Bar
3751,Roncesvalles,43.646231,-79.449048,Scout,43.65097043195477,-79.45086621885267,Gift Shop
3752,Roncesvalles,43.646231,-79.449048,Likely General,43.65062189632695,-79.45063525580188,Gift Shop
3753,Roncesvalles,43.646231,-79.449048,Another Story Bookshop,43.64854385366879,-79.4498274688279,Bookstore
3754,Roncesvalles,43.646231,-79.449048,Kami Sushi,43.64394569923591,-79.44811664710394,Sushi Restaurant
3755,Roncesvalles,43.646231,-79.449048,A Good Read,43.64947021007538,-79.450339,Bookstore
3756,Roncesvalles,43.646231,-79.449048,7th Sister Bakery,43.640472962426955,-79.44677696302284,Bakery
3757,Roncesvalles,43.646231,-79.449048,The Westerly,43.651195234738395,-79.45091743165031,Restaurant
3758,Roncesvalles,43.646231,-79.449048,Drake Commissary,43.65374742875192,-79.44512264709142,Restaurant
3759,Roncesvalles,43.646231,-79.449048,The Rude Boy,43.650835167763205,-79.45076958118801,Burger Joint
3760,Roncesvalles,43.646231,-79.449048,the Friendly Thai,43.64590686300198,-79.4488919470859,Thai Restaurant
3761,Roncesvalles,43.646231,-79.449048,Food & Liquor,43.63961783932359,-79.44181136856386,Restaurant
3762,Roncesvalles,43.646231,-79.449048,Aris Place,43.646075591799324,-79.44884027778438,American Restaurant
3763,Roncesvalles,43.646231,-79.449048,Easy Restaurant,43.63870175019065,-79.4458427261197,Breakfast Spot
3764,Roncesvalles,43.646231,-79.449048,Jinks Art Factory,43.639232404803444,-79.44369381866846,Tattoo Parlor
3765,Roncesvalles,43.646231,-79.449048,Extra Butter,43.64753717441561,-79.44946908275794,Café
3766,Roncesvalles,43.646231,-79.449048,Glory Hole Doughnuts,43.63968683674093,-79.44136846209358,Donut Shop
3767,Roncesvalles,43.646231,-79.449048,Sorauren Park Farmer's Market,43.64809947354814,-79.44370165382314,Park
3768,Roncesvalles,43.646231,-79.449048,Lambretta Pizzeria & Wine Bar,43.64168318631458,-79.44720876983762,Pizza Place
3769,Roncesvalles,43.646231,-79.449048,Toronto Designers Market,43.63902278928646,-79.44413967973794,Flea Market
3770,Roncesvalles,43.646231,-79.449048,Henderson Brewing,43.65380713459014,-79.44557760487336,Brewery
3771,Roncesvalles,43.646231,-79.449048,Butler's Pantry,43.65008710183049,-79.45045784621456,Breakfast Spot
3772,Roncesvalles,43.646231,-79.449048,kitten & the bear,43.63990916148936,-79.44048279422617,Tea Room
3773,Roncesvalles,43.646231,-79.449048,Amico's Pizza,43.639389001294795,-79.44309046367776,Italian Restaurant
3774,Roncesvalles,43.646231,-79.449048,Rent Frock Repeat,43.653641347269435,-79.44790205421987,Clothing Store
3775,Roncesvalles,43.646231,-79.449048,Tim Hortons,43.64445867986715,-79.44805361330509,Coffee Shop
3776,Roncesvalles,43.646231,-79.449048,Parts & Labour,43.63993612452095,-79.44046669133937,Gastropub
3777,Roncesvalles,43.646231,-79.449048,Branca,43.6500078069095,-79.43902896446167,South American Restaurant
3778,Roncesvalles,43.646231,-79.449048,Shangrila,43.63968830259313,-79.44154153471632,Asian Restaurant
3779,Roncesvalles,43.646231,-79.449048,Aris Grill,43.65009143382369,-79.45039643854467,Breakfast Spot
3780,Roncesvalles,43.646231,-79.449048,Gloria Cafe,43.65324420063263,-79.45167204951947,Café
3781,Roncesvalles,43.646231,-79.449048,Coriander Girl,43.639584207742196,-79.44178396821911,Flower Shop
3782,Roncesvalles,43.646231,-79.449048,Sues Thai food (vickys),43.6516944636039,-79.4511563870509,Thai Restaurant
3783,Roncesvalles,43.646231,-79.449048,Ali Baba's,43.65357552410046,-79.4514442241528,Falafel Restaurant
3784,Roncesvalles,43.646231,-79.449048,Yummy Stuff,43.63929341602049,-79.44352122153518,Bakery
3785,Roncesvalles,43.646231,-79.449048,North Shore Pie Company,43.64033563005818,-79.44672920788265,Pie Shop
3786,Roncesvalles,43.646231,-79.449048,Parkdale Pete's Corner Grill,43.63987814844714,-79.44083431889204,Diner
3787,Roncesvalles,43.646231,-79.449048,North Standard Trading Post,43.63928515059741,-79.44353888423423,Clothing Store
3788,Roncesvalles,43.646231,-79.449048,Chopin Restaurant,43.644164985026904,-79.44816243232444,Eastern European Restaurant
3789,Roncesvalles,43.646231,-79.449048,Hot Oven Bakery,43.64458317682934,-79.44825247432367,Bakery
3790,Roncesvalles,43.646231,-79.449048,No Frills,43.64969916831781,-79.43995979799216,Grocery Store
3791,Roncesvalles,43.646231,-79.449048,Dundas Park Kitchen,43.6520540505181,-79.44799718642741,Sandwich Place
3792,Roncesvalles,43.646231,-79.449048,The Film Buff,43.64137127809361,-79.44713156834018,Video Store
3793,Roncesvalles,43.646231,-79.449048,High Park Club,43.64273436125203,-79.4541778923524,Curling Ice
3794,Roncesvalles,43.646231,-79.449048,Museum of Contemporary Art (MOCA),43.65457884274823,-79.44513760281338,Art Museum
3795,Roncesvalles,43.646231,-79.449048,Burrito Boyz,43.638861046155974,-79.44605223737062,Burrito Place
3796,Roncesvalles,43.646231,-79.449048,Stasis Local Foods Home of Stasis Preserves,43.65325927349571,-79.45168282495494,Gourmet Shop
3797,Roncesvalles,43.646231,-79.449048,Local Kitchen & Wine Bar,43.63895052007591,-79.44522352751176,Italian Restaurant
3798,Roncesvalles,43.646231,-79.449048,TD Canada Trust,43.65056744467397,-79.45095769596264,Bank
3799,Roncesvalles,43.646231,-79.449048,Queen West Antique Centre,43.6391018360474,-79.44399300874882,Antique Shop
3800,Roncesvalles,43.646231,-79.449048,Shell,43.65154360163776,-79.44645078290547,Gas Station
3801,Roncesvalles,43.646231,-79.449048,Starbucks,43.65358831794502,-79.45146589439312,Coffee Shop
3802,Roncesvalles,43.646231,-79.449048,Second Cup,43.63966062590862,-79.45032431154577,Café
3803,Roncesvalles,43.646231,-79.449048,Seventeen Eighteen,43.638908319664445,-79.44538841172623,Lounge
3804,Roncesvalles,43.646231,-79.449048,The Yukon,43.63968215753045,-79.44125460593165,Bar
3805,Roncesvalles,43.646231,-79.449048,Scooter Girl,43.64492105569103,-79.44845003657372,Toy / Game Store
3806,Roncesvalles,43.646231,-79.449048,Victoria's Roncesvalles Bakery & Deli,43.64426091887694,-79.44817426660664,Bakery
3807,Roncesvalles,43.646231,-79.449048,Sweetpea's,43.64413493852084,-79.44817274684576,Flower Shop
3808,Roncesvalles,43.646231,-79.449048,Evergreen Natural Foods (Roncesvalles),43.64407012130999,-79.44815660208279,Food & Drink Shop
3809,Roncesvalles,43.646231,-79.449048,Sobeys Urban Fresh,43.645189695356855,-79.4485723472473,Grocery Store
3810,Roncesvalles,43.646231,-79.449048,Pho Nho,43.652054,-79.44766,Vietnamese Restaurant
3811,Roncesvalles,43.646231,-79.449048,Solarski Pharmacy,43.64369717370064,-79.44798195966851,Pharmacy
3812,Roncesvalles,43.646231,-79.449048,Tim Hortons,43.65082460994259,-79.43956625531422,Coffee Shop
3813,Roncesvalles,43.646231,-79.449048,Bentos Auto and Tire,43.6516731,-79.4457568,Auto Garage
3814,Roncesvalles,43.646231,-79.449048,Eggsmart,43.63872968217826,-79.4457993926547,Breakfast Spot
3815,Roncesvalles,43.646231,-79.449048,Duck Pond,43.643056483351806,-79.45806279338966,Outdoors & Recreation
3816,Roncesvalles,43.646231,-79.449048,Yummy Pizza and Shwarma,43.650201077299165,-79.43973436320194,Middle Eastern Restaurant
3817,Roncesvalles,43.646231,-79.449048,S Market,43.65094574968285,-79.43974930944083,Grocery Store
3818,Rosedale,43.646231,-79.449048,Barque Smokehouse,43.648056674430094,-79.4495705745465,BBQ Joint
3819,Rosedale,43.646231,-79.449048,The Ace,43.646144199851925,-79.44886018312049,American Restaurant
3820,Rosedale,43.646231,-79.449048,Pizzeria Defina,43.648722638277675,-79.44985455915354,Pizza Place
3821,Rosedale,43.646231,-79.449048,Café Polonez,43.645113109705804,-79.44851660549037,Eastern European Restaurant
3822,Rosedale,43.646231,-79.449048,Lit Espresso Bar,43.64584589665229,-79.44882985644458,Coffee Shop
3823,Rosedale,43.646231,-79.449048,Mabel's Bakery,43.648707235576516,-79.44992146507896,Bakery
3824,Rosedale,43.646231,-79.449048,Ed's Real Scoop,43.64493193175704,-79.44846130053051,Ice Cream Shop
3825,Rosedale,43.646231,-79.449048,The Dizzy Gastro Sports Pub,43.6483056117907,-79.44964625984929,Gastropub
3826,Rosedale,43.646231,-79.449048,The Chocolateria,43.64992822697901,-79.45043667719423,Dessert Shop
3827,Rosedale,43.646231,-79.449048,The Mercantile,43.64794843787414,-79.44956275902172,Gourmet Shop
3828,Rosedale,43.646231,-79.449048,Sorauren Avenue Park,43.648443306627975,-79.44340467453002,Park
3829,Rosedale,43.646231,-79.449048,Inter Steer,43.64979631005809,-79.45030983497107,Eastern European Restaurant
3830,Rosedale,43.646231,-79.449048,Domani Restaurant & Wine Bar,43.649235,-79.450229,Italian Restaurant
3831,Rosedale,43.646231,-79.449048,La Cubana,43.65091223991817,-79.45090936982271,Cuban Restaurant
3832,Rosedale,43.646231,-79.449048,Barque Butcher Bar,43.64764077822067,-79.44948581202844,Butcher
3833,Rosedale,43.646231,-79.449048,Revue Cinema,43.65111215463428,-79.4509612383593,Movie Theater
3834,Rosedale,43.646231,-79.449048,I Deal Coffee,43.646341750636346,-79.44345407778789,Coffee Shop
3835,Rosedale,43.646231,-79.449048,Village Juicery,43.6420643539707,-79.44736659362817,Juice Bar
3836,Rosedale,43.646231,-79.449048,Sushi On Roncy,43.647862405268434,-79.44949300964225,Sushi Restaurant
3837,Rosedale,43.646231,-79.449048,Benna's Bakery & Deli,43.643169747266086,-79.44784946879638,Bakery
3838,Rosedale,43.646231,-79.449048,Cider House,43.65068788125521,-79.45068513648656,Restaurant
3839,Rosedale,43.646231,-79.449048,Mitzi's Cafe,43.642927471202576,-79.44216643292867,Café
3840,Rosedale,43.646231,-79.449048,Reunion Island Coffee Bar,43.65046251706493,-79.45060981846792,Coffee Shop
3841,Rosedale,43.646231,-79.449048,Qi Natural Food,43.64581683069303,-79.44881046692572,Food & Drink Shop
3842,Rosedale,43.646231,-79.449048,DAVIDsTEA,43.647379730216116,-79.44939136505127,Tea Room
3843,Rosedale,43.646231,-79.449048,Sunny Joe's Cafe,43.647262483135606,-79.44387584869017,Coffee Shop
3844,Rosedale,43.646231,-79.449048,Cherry Bomb,43.64147721283786,-79.44713557310148,Coffee Shop
3845,Rosedale,43.646231,-79.449048,De La Mer,43.64777348396022,-79.4495822604021,Fish Market
3846,Rosedale,43.646231,-79.449048,Jamie Bell Adventure Playground,43.643587157480276,-79.45686273680712,Playground
3847,Rosedale,43.646231,-79.449048,Offleash Dog Trail - High Park,43.64548543069719,-79.45874691009521,Dog Run
3848,Rosedale,43.646231,-79.449048,Bandit Brewery,43.6526634604728,-79.44945153052217,Brewery
3849,Rosedale,43.646231,-79.449048,Sushi Nomi,43.64121513482587,-79.44710331105452,Sushi Restaurant
3850,Rosedale,43.646231,-79.449048,The Local Pub and Restaurant,43.6510171734011,-79.45091108743782,Bar
